rLE,Xup,Yup,Xlo,Ylo,cl,cd,cm,cl_cd,alpha,status
0.055,0.3666318,0.2275,0.30000052,-0.3,0.6067807,0.006571606,0.049929626,92.3337,5.0,1
0.055,0.3666318,0.2275,0.30000052,-0.2275,0.5821602,0.0076682307,0.05887249,75.91845,5.0,1
0.055,0.3666318,0.2275,0.30000052,-0.155,0.5674728,0.0071985982,0.062168393,78.83102,5.0,1
0.055,0.3666318,0.2275,0.30000052,-0.0825,0.5753298,0.0061739087,0.056322545,93.18729,5.0,1
0.055,0.3666318,0.2275,0.30000052,-0.01,0.5828974,0.0034480132,0.053971272,169.05313,5.0,1
0.055,0.3666318,0.2275,0.4000008,-0.3,7.9285192,-1.1865947,-1.8482027,0.0,5.0,1
0.055,0.3666318,0.2275,0.4000008,-0.2275,6.984269,-0.93521917,-1.7371695,0.0,5.0,1
0.055,0.3666318,0.2275,0.4000008,-0.155,5.563703,-0.64013445,-1.4133853,0.0,5.0,1
0.055,0.3666318,0.2275,0.4000008,-0.0825,2.0697646,-0.17618068,-0.45767903,0.0,5.0,1
0.055,0.3666318,0.2275,0.4000008,-0.01,0.5190947,0.021976765,0.030241515,23.62016,5.0,1
0.055,0.3666318,0.2275,0.5000011,-0.3,107719315000000.0,-18051030000000.0,-19602950000000.0,0.0,5.0,1
0.055,0.3666318,0.2275,0.5000011,-0.2275,81687150000000.0,-13688697000000.0,-14865575000000.0,0.0,5.0,1
0.055,0.3666318,0.2275,0.5000011,-0.155,55654983000000.0,-9326365000000.0,-10128191000000.0,0.0,5.0,1
0.055,0.3666318,0.2275,0.5000011,-0.0825,29622815000000.0,-4964034000000.0,-5390812000000.0,0.0,5.0,1
0.055,0.3666318,0.2275,0.5000011,-0.01,3590644600000.0,-601701100000.0,-653431800000.0,0.0,5.0,1
0.055,0.3666318,0.3,0.1,-0.3,0.6004364,0.0009341128,0.053793356,642.78784,5.0,1
0.055,0.3666318,0.3,0.1,-0.2275,0.596593,0.0018599704,0.056291405,320.75403,5.0,1
0.055,0.3666318,0.3,0.1,-0.155,0.5911597,0.0018242951,0.056449562,324.04828,5.0,1
0.055,0.3666318,0.3,0.1,-0.0825,0.5830821,0.0023673307,0.055039763,246.3036,5.0,1
0.055,0.3666318,0.3,0.1,-0.01,0.5781357,0.0045219995,0.052557994,127.84958,5.0,1
0.055,0.3666318,0.3,0.20000027,-0.3,0.58623886,0.002136903,0.04755112,274.34042,5.0,1
0.055,0.3666318,0.3,0.20000027,-0.2275,0.6006993,0.0014496706,0.05242708,414.3695,5.0,1
0.055,0.3666318,0.3,0.20000027,-0.155,0.60394216,0.002713751,0.054724265,222.54884,5.0,1
0.055,0.3666318,0.3,0.20000027,-0.0825,0.5967929,0.0025234185,0.055359796,236.50174,5.0,1
0.055,0.3666318,0.3,0.20000027,-0.01,0.57909435,0.0041164793,0.053125307,140.6771,5.0,1
0.055,0.3666318,0.3,0.30000052,-0.3,0.5795543,0.008284267,0.058256824,69.95843,5.0,1
0.055,0.3666318,0.3,0.30000052,-0.2275,0.56063205,0.0076860897,0.063224606,72.941124,5.0,1
0.055,0.3666318,0.3,0.30000052,-0.155,0.56789994,0.0070919693,0.05920903,80.076485,5.0,1
0.055,0.3666318,0.3,0.30000052,-0.0825,0.5701904,0.005738668,0.05533893,99.35937,5.0,1
0.055,0.3666318,0.3,0.30000052,-0.01,0.5801467,0.003904391,0.05371421,148.58826,5.0,1
0.055,0.3666318,0.3,0.4000008,-0.3,6.9590693,-0.9319855,-1.7310879,0.0,5.0,1
0.055,0.3666318,0.3,0.4000008,-0.2275,6.119875,-0.71699274,-1.5590566,0.0,5.0,1
0.055,0.3666318,0.3,0.4000008,-0.155,4.0776443,-0.43473122,-1.0054133,0.0,5.0,1
0.055,0.3666318,0.3,0.4000008,-0.0825,1.1497161,-0.073415846,-0.18730703,0.0,5.0,1
0.055,0.3666318,0.3,0.4000008,-0.01,0.5615845,0.01785506,0.035476975,31.4524,5.0,1
0.055,0.3666318,0.3,0.5000011,-0.3,81394510000000.0,-13639660000000.0,-14812320000000.0,0.0,5.0,1
0.055,0.3666318,0.3,0.5000011,-0.2275,61724183000000.0,-10343410000000.0,-11232679000000.0,0.0,5.0,1
0.055,0.3666318,0.3,0.5000011,-0.155,42053833000000.0,-7047158400000.0,-7653031000000.0,0.0,5.0,1
0.055,0.3666318,0.3,0.5000011,-0.0825,22383490000000.0,-3750906300000.0,-4073387000000.0,0.0,5.0,1
0.055,0.3666318,0.3,0.5000011,-0.01,2713150800000.0,-454655340000.0,-493744030000.0,0.0,5.0,1
0.055,0.5444212,0.01,0.1,-0.3,0.4175802,0.042669404,0.013483718,9.786407,5.0,1
0.055,0.5444212,0.01,0.1,-0.2275,0.4355669,0.04067893,0.010817129,10.707433,5.0,1
0.055,0.5444212,0.01,0.1,-0.155,0.4502708,0.03896298,0.008203037,11.5563755,5.0,1
0.055,0.5444212,0.01,0.1,-0.0825,0.46156457,0.036709104,0.00560537,12.573572,5.0,1
0.055,0.5444212,0.01,0.1,-0.01,0.47188345,0.03487431,0.002117984,13.530976,5.0,1
0.055,0.5444212,0.01,0.20000027,-0.3,0.40887588,0.043538872,0.015106432,9.391053,5.0,1
0.055,0.5444212,0.01,0.20000027,-0.2275,0.42157263,0.042133685,0.013518024,10.005596,5.0,1
0.055,0.5444212,0.01,0.20000027,-0.155,0.4385603,0.040175606,0.01039329,10.916084,5.0,1
0.055,0.5444212,0.01,0.20000027,-0.0825,0.4563372,0.037697975,0.00670122,12.105085,5.0,1
0.055,0.5444212,0.01,0.20000027,-0.01,0.4707446,0.03503531,0.0024687275,13.436292,5.0,1
0.055,0.5444212,0.01,0.30000052,-0.3,0.5529773,0.017173812,0.0036875978,32.198868,5.0,1
0.055,0.5444212,0.01,0.30000052,-0.2275,0.5194092,0.02336372,0.0007370487,22.231441,5.0,1
0.055,0.5444212,0.01,0.30000052,-0.155,0.49569193,0.02921883,0.0031924397,16.964811,5.0,1
0.055,0.5444212,0.01,0.30000052,-0.0825,0.47174728,0.03347312,0.0054119937,14.093317,5.0,1
0.055,0.5444212,0.01,0.30000052,-0.01,0.4692498,0.035038065,0.0029313862,13.392572,5.0,1
0.055,0.5444212,0.01,0.4000008,-0.3,-0.27625847,-0.21597226,0.41747344,0.0,5.0,1
0.055,0.5444212,0.01,0.4000008,-0.2275,-0.022080848,-0.19374809,0.36152595,0.0,5.0,1
0.055,0.5444212,0.01,0.4000008,-0.155,0.4995693,-0.13868985,0.23532163,0.0,5.0,1
0.055,0.5444212,0.01,0.4000008,-0.0825,0.6057293,-0.025480717,0.083488375,0.0,5.0,1
0.055,0.5444212,0.01,0.4000008,-0.01,0.5127287,0.027027134,-0.00025190413,18.970886,5.0,1
0.055,0.5444212,0.01,0.5000011,-0.3,-6326984000000.0,-2292736600000.0,4420970500000.0,0.0,5.0,1
0.055,0.5444212,0.01,0.5000011,-0.2275,-4797964000000.0,-1738658500000.0,3352570000000.0,0.0,5.0,1
0.055,0.5444212,0.01,0.5000011,-0.155,-3268941400000.0,-1184580400000.0,2284168400000.0,0.0,5.0,1
0.055,0.5444212,0.01,0.5000011,-0.0825,-1739920600000.0,-630502600000.0,1215767100000.0,0.0,5.0,1
0.055,0.5444212,0.01,0.5000011,-0.01,-210899480000.0,-76424560000.0,147365700000.0,0.0,5.0,1
0.055,0.5444212,0.0825,0.1,-0.3,0.4667596,0.03565308,0.0038474835,13.091704,5.0,1
0.055,0.5444212,0.0825,0.1,-0.2275,0.46758,0.035481576,0.0034274757,13.178106,5.0,1
0.055,0.5444212,0.0825,0.1,-0.155,0.46836728,0.03530461,0.0030088723,13.266462,5.0,1
0.055,0.5444212,0.0825,0.1,-0.0825,0.4691202,0.03512201,0.0025909916,13.356872,5.0,1
0.055,0.5444212,0.0825,0.1,-0.01,0.469822,0.034951974,0.002268996,13.44193,5.0,1
0.055,0.5444212,0.0825,0.20000027,-0.3,0.46595046,0.035809282,0.004492976,13.012002,5.0,1
0.055,0.5444212,0.0825,0.20000027,-0.2275,0.4670234,0.035573173,0.003973834,13.128528,5.0,1
0.055,0.5444212,0.0825,0.20000027,-0.155,0.4684078,0.035393868,0.003397353,13.234152,5.0,1
0.055,0.5444212,0.0825,0.20000027,-0.0825,0.4691847,0.03519148,0.0028040484,13.332337,5.0,1
0.055,0.5444212,0.0825,0.20000027,-0.01,0.46975237,0.034973595,0.002293259,13.431629,5.0,1
0.055,0.5444212,0.0825,0.30000052,-0.3,0.4705426,0.034316573,0.004311152,13.711818,5.0,1
0.055,0.5444212,0.0825,0.30000052,-0.2275,0.4706025,0.034478996,0.0038994737,13.648962,5.0,1
0.055,0.5444212,0.0825,0.30000052,-0.155,0.471452,0.034628738,0.0033776239,13.614472,5.0,1
0.055,0.5444212,0.0825,0.30000052,-0.0825,0.47149152,0.03484236,0.0028318614,13.532135,5.0,1
0.055,0.5444212,0.0825,0.30000052,-0.01,0.46985102,0.034981888,0.0023119599,13.431265,5.0,1
0.055,0.5444212,0.0825,0.4000008,-0.3,0.6360094,-0.004105732,0.020840956,0.0,5.0,1
0.055,0.5444212,0.0825,0.4000008,-0.2275,0.5939362,0.008370545,0.009361647,70.955505,5.0,1
0.055,0.5444212,0.0825,0.4000008,-0.155,0.5567608,0.017056543,0.001664374,32.642063,5.0,1
0.055,0.5444212,0.0825,0.4000008,-0.0825,0.5084749,0.025472779,0.00036123395,19.9615,5.0,1
0.055,0.5444212,0.0825,0.4000008,-0.01,0.47494236,0.034002904,0.0017396435,13.9677,5.0,1
0.055,0.5444212,0.0825,0.5000011,-0.3,-728432250000.0,-263965100000.0,508990980000.0,0.0,5.0,1
0.055,0.5444212,0.0825,0.5000011,-0.2275,-552394400000.0,-200173580000.0,385984900000.0,0.0,5.0,1
0.055,0.5444212,0.0825,0.5000011,-0.155,-376356700000.0,-136381970000.0,262978670000.0,0.0,5.0,1
0.055,0.5444212,0.0825,0.5000011,-0.0825,-200318930000.0,-72590430000.0,139972540000.0,0.0,5.0,1
0.055,0.5444212,0.0825,0.5000011,-0.01,-24281076000.0,-8798838000.0,16966367000.0,0.0,5.0,1
0.055,0.5444212,0.155,0.1,-0.3,0.46813232,0.035327364,0.0030631535,13.2512665,5.0,1
0.055,0.5444212,0.155,0.1,-0.2275,0.46853173,0.035230506,0.00284148,13.299035,5.0,1
0.055,0.5444212,0.155,0.1,-0.155,0.4689315,0.03513361,0.0026197508,13.347091,5.0,1
0.055,0.5444212,0.155,0.1,-0.0825,0.46928793,0.035043214,0.0024321638,13.391692,5.0,1
0.055,0.5444212,0.155,0.1,-0.01,0.4696721,0.034951944,0.0022890344,13.437654,5.0,1
0.055,0.5444212,0.155,0.20000027,-0.3,0.4682388,0.035415057,0.0034549013,13.221461,5.0,1
0.055,0.5444212,0.155,0.20000027,-0.2275,0.46865112,0.035307292,0.0031394437,13.273494,5.0,1
0.055,0.5444212,0.155,0.20000027,-0.155,0.46904305,0.035196025,0.0028244369,13.3265915,5.0,1
0.055,0.5444212,0.155,0.20000027,-0.0825,0.4693672,0.035073888,0.002511043,13.38224,5.0,1
0.055,0.5444212,0.155,0.20000027,-0.01,0.4696398,0.03496294,0.0023008808,13.432503,5.0,1
0.055,0.5444212,0.155,0.30000052,-0.3,0.47159165,0.034603138,0.0034006163,13.628581,5.0,1
0.055,0.5444212,0.155,0.30000052,-0.2275,0.47183302,0.034731258,0.0031213537,13.585256,5.0,1
0.055,0.5444212,0.155,0.30000052,-0.155,0.47147882,0.034827683,0.0028278455,13.537473,5.0,1
0.055,0.5444212,0.155,0.30000052,-0.0825,0.47069985,0.03490745,0.002525039,13.484223,5.0,1
0.055,0.5444212,0.155,0.30000052,-0.01,0.46969682,0.03496689,0.0023097396,13.432616,5.0,1
0.055,0.5444212,0.155,0.4000008,-0.3,0.5601484,0.016457587,0.002044741,34.035877,5.0,1
0.055,0.5444212,0.155,0.4000008,-0.2275,0.5283867,0.020734128,0.00093697757,25.483913,5.0,1
0.055,0.5444212,0.155,0.4000008,-0.155,0.50825524,0.025370233,0.00036977977,20.033527,5.0,1
0.055,0.5444212,0.155,0.4000008,-0.0825,0.49507737,0.029865805,-0.00040608644,16.576729,5.0,1
0.055,0.5444212,0.155,0.4000008,-0.01,0.47220618,0.034449164,0.0020110235,13.707334,5.0,1
0.055,0.5444212,0.155,0.5000011,-0.3,-386462970000.0,-140044300000.0,270040550000.0,0.0,5.0,1
0.055,0.5444212,0.155,0.5000011,-0.2275,-293067820000.0,-106200270000.0,204780770000.0,0.0,5.0,1
0.055,0.5444212,0.155,0.5000011,-0.155,-199672580000.0,-72356210000.0,139520930000.0,0.0,5.0,1
0.055,0.5444212,0.155,0.5000011,-0.0825,-106277350000.0,-38512180000.0,74261150000.0,0.0,5.0,1
0.055,0.5444212,0.155,0.5000011,-0.01,-12882098000.0,-4668143000.0,9001351000.0,0.0,5.0,1
0.055,0.5444212,0.2275,0.1,-0.3,0.4685911,0.03520376,0.002781026,13.310825,5.0,1
0.055,0.5444212,0.2275,0.1,-0.2275,0.46886325,0.035137814,0.0026301406,13.343553,5.0,1
0.055,0.5444212,0.2275,0.1,-0.155,0.46910894,0.03507426,0.0024946854,13.374735,5.0,1
0.055,0.5444212,0.2275,0.1,-0.0825,0.46936285,0.03501342,0.0023922399,13.405228,5.0,1
0.055,0.5444212,0.2275,0.1,-0.01,0.46961802,0.03495193,0.0022962838,13.436111,5.0,1
0.055,0.5444212,0.2275,0.20000027,-0.3,0.4687403,0.03527576,0.0030457415,13.287887,5.0,1
0.055,0.5444212,0.2275,0.20000027,-0.2275,0.46899068,0.035197455,0.0028317831,13.324562,5.0,1
0.055,0.5444212,0.2275,0.20000027,-0.155,0.46921104,0.035114344,0.0026185624,13.362375,5.0,1
0.055,0.5444212,0.2275,0.20000027,-0.0825,0.46939534,0.035036895,0.002432309,13.397173,5.0,1
0.055,0.5444212,0.2275,0.20000027,-0.01,0.46959603,0.03495941,0.0023043416,13.432608,5.0,1
0.055,0.5444212,0.2275,0.30000052,-0.3,0.47189587,0.03476577,0.003034003,13.573578,5.0,1
0.055,0.5444212,0.2275,0.30000052,-0.2275,0.47147432,0.034822408,0.002826374,13.539394,5.0,1
0.055,0.5444212,0.2275,0.30000052,-0.155,0.47094136,0.03487726,0.0026216283,13.50282,5.0,1
0.055,0.5444212,0.2275,0.30000052,-0.0825,0.47035566,0.034920562,0.0024142861,13.469304,5.0,1
0.055,0.5444212,0.2275,0.30000052,-0.01,0.4696384,0.03496175,0.0023095682,13.43292,5.0,1
0.055,0.5444212,0.2275,0.4000008,-0.3,0.5194075,0.021983769,0.00054086745,23.626863,5.0,1
0.055,0.5444212,0.2275,0.4000008,-0.2275,0.5081959,0.025329534,0.00036750734,20.063372,5.0,1
0.055,0.5444212,0.2275,0.4000008,-0.155,0.501227,0.028543033,-0.00039977208,17.560398,5.0,1
0.055,0.5444212,0.2275,0.4000008,-0.0825,0.4870354,0.031497873,0.0001879409,15.462485,5.0,1
0.055,0.5444212,0.2275,0.4000008,-0.01,0.4712243,0.0346105,0.0021093301,13.615068,5.0,1
0.055,0.5444212,0.2275,0.5000011,-0.3,-262996820000.0,-95303300000.0,183768680000.0,0.0,5.0,1
0.055,0.5444212,0.2275,0.5000011,-0.2275,-199439190000.0,-72271660000.0,139357910000.0,0.0,5.0,1
0.055,0.5444212,0.2275,0.5000011,-0.155,-135881695000.0,-49240030000.0,94947130000.0,0.0,5.0,1
0.055,0.5444212,0.2275,0.5000011,-0.0825,-72324104000.0,-26208408000.0,50536374000.0,0.0,5.0,1
0.055,0.5444212,0.2275,0.5000011,-0.01,-8766561000.0,-3176776200.0,6125622300.0,0.0,5.0,1
0.055,0.5444212,0.3,0.1,-0.3,0.46882814,0.035139967,0.0026354603,13.341736,5.0,1
0.055,0.5444212,0.3,0.1,-0.2275,0.46901813,0.035090107,0.0025273524,13.366107,5.0,1
0.055,0.5444212,0.3,0.1,-0.155,0.46919745,0.03504571,0.0024468116,13.388157,5.0,1
0.055,0.5444212,0.3,0.1,-0.0825,0.46940154,0.03499804,0.0023716725,13.412224,5.0,1
0.055,0.5444212,0.3,0.1,-0.01,0.46959007,0.034951907,0.0023000091,13.435321,5.0,1
0.055,0.5444212,0.3,0.20000027,-0.3,0.46896368,0.035198186,0.0028356016,13.323519,5.0,1
0.055,0.5444212,0.3,0.20000027,-0.2275,0.4691306,0.03513522,0.0026740022,13.352146,5.0,1
0.055,0.5444212,0.3,0.20000027,-0.155,0.469298,0.035072226,0.0025123283,13.380901,5.0,1
0.055,0.5444212,0.3,0.20000027,-0.0825,0.46942055,0.03501657,0.0024008527,13.405669,5.0,1
0.055,0.5444212,0.3,0.20000027,-0.01,0.46957344,0.03495759,0.0023060963,13.43266,5.0,1
0.055,0.5444212,0.3,0.30000052,-0.3,0.47147185,0.034819696,0.0028256252,13.540378,5.0,1
0.055,0.5444212,0.3,0.30000052,-0.2275,0.47106615,0.034861732,0.0026714467,13.512414,5.0,1
0.055,0.5444212,0.3,0.30000052,-0.155,0.470669,0.034901846,0.002513066,13.485504,5.0,1
0.055,0.5444212,0.3,0.30000052,-0.0825,0.47014028,0.034927998,0.0023731515,13.46027,5.0,1
0.055,0.5444212,0.3,0.30000052,-0.01,0.46960548,0.03495935,0.0023100749,13.4329,5.0,1
0.055,0.5444212,0.3,0.4000008,-0.3,0.5081653,0.02530856,0.0003663078,20.07879,5.0,1
0.055,0.5444212,0.3,0.4000008,-0.2275,0.50341296,0.027818412,-0.00016554445,18.096395,5.0,1
0.055,0.5444212,0.3,0.4000008,-0.155,0.4944084,0.029957842,-0.00038022548,16.503471,5.0,1
0.055,0.5444212,0.3,0.4000008,-0.0825,0.4827179,0.03230004,0.000704512,14.944808,5.0,1
0.055,0.5444212,0.3,0.4000008,-0.01,0.4708077,0.034693066,0.0021582395,13.570657,5.0,1
0.055,0.5444212,0.3,0.5000011,-0.3,-199318850000.0,-72228045000.0,139273800000.0,0.0,5.0,1
0.055,0.5444212,0.3,0.5000011,-0.2275,-151150180000.0,-54772933000.0,105615980000.0,0.0,5.0,1
0.055,0.5444212,0.3,0.5000011,-0.155,-102981410000.0,-37317825000.0,71958120000.0,0.0,5.0,1
0.055,0.5444212,0.3,0.5000011,-0.0825,-54812684000.0,-19862716000.0,38300295000.0,0.0,5.0,1
0.055,0.5444212,0.3,0.5000011,-0.01,-6643963000.0,-2407601700.0,4642459600.0,0.0,5.0,1
0.055,0.7222106,0.01,0.1,-0.3,-100.84534,-4.8681602,36.57876,0.0,5.0,1
0.055,0.7222106,0.01,0.1,-0.2275,-95.97285,-1.4198166,30.595053,0.0,5.0,1
0.055,0.7222106,0.01,0.1,-0.155,-40.850376,0.31234753,13.147212,-130.78502,5.0,1
0.055,0.7222106,0.01,0.1,-0.0825,-20.681915,0.5100364,6.8239965,-40.54988,5.0,1
0.055,0.7222106,0.01,0.1,-0.01,-3.4827728,0.32027307,1.0950582,-10.874386,5.0,1
0.055,0.7222106,0.01,0.20000027,-0.3,-236.76996,-6.7432156,73.03626,0.0,5.0,1
0.055,0.7222106,0.01,0.20000027,-0.2275,-190.04807,-3.8033385,59.063168,0.0,5.0,1
0.055,0.7222106,0.01,0.20000027,-0.155,-126.980484,-2.7859073,39.21041,0.0,5.0,1
0.055,0.7222106,0.01,0.20000027,-0.0825,-52.61018,1.4590007,16.024529,-36.05905,5.0,1
0.055,0.7222106,0.01,0.20000027,-0.01,-1.4492655,0.09420535,0.81928086,-15.38411,5.0,1
0.055,0.7222106,0.01,0.30000052,-0.3,-940.6867,-111.27017,328.49078,0.0,5.0,1
0.055,0.7222106,0.01,0.30000052,-0.2275,-708.1213,-83.571846,247.19537,0.0,5.0,1
0.055,0.7222106,0.01,0.30000052,-0.155,-475.26227,-55.785107,165.85236,0.0,5.0,1
0.055,0.7222106,0.01,0.30000052,-0.0825,-241.15448,-27.819792,84.289856,0.0,5.0,1
0.055,0.7222106,0.01,0.30000052,-0.01,-7.857099,0.22579584,2.4195461,-34.79736,5.0,1
0.055,0.7222106,0.01,0.4000008,-0.3,-9245.387,-1528.5433,4522.309,0.0,5.0,1
0.055,0.7222106,0.01,0.4000008,-0.2275,-6993.0615,-1156.427,3419.1934,0.0,5.0,1
0.055,0.7222106,0.01,0.4000008,-0.155,-4741.3345,-784.2367,2316.0464,0.0,5.0,1
0.055,0.7222106,0.01,0.4000008,-0.0825,-2489.2666,-412.02466,1212.2184,0.0,5.0,1
0.055,0.7222106,0.01,0.4000008,-0.01,-177.34482,-38.593815,91.10042,0.0,5.0,1
0.055,0.7222106,0.01,0.5000011,-0.3,-4.9467423e+16,-1.7925726e+16,3.4565296e+16,0.0,5.0,1
0.055,0.7222106,0.01,0.5000011,-0.2275,-3.751281e+16,-1.3593677e+16,2.6212022e+16,0.0,5.0,1
0.055,0.7222106,0.01,0.5000011,-0.155,-2.555816e+16,-9261625000000000.0,1.7858733e+16,0.0,5.0,1
0.055,0.7222106,0.01,0.5000011,-0.0825,-1.3603542e+16,-4929575000000000.0,9505457000000000.0,0.0,5.0,1
0.055,0.7222106,0.01,0.5000011,-0.01,-1648914300000000.0,-597524240000000.0,1152176500000000.0,0.0,5.0,1
0.055,0.7222106,0.0825,0.1,-0.3,0.37797365,0.040616337,-0.01198858,9.305951,5.0,1
0.055,0.7222106,0.0825,0.1,-0.2275,0.40192488,0.038779933,-0.013248198,10.364249,5.0,1
0.055,0.7222106,0.0825,0.1,-0.155,0.44617462,0.03466997,-0.017572701,12.869196,5.0,1
0.055,0.7222106,0.0825,0.1,-0.0825,0.5071495,0.027697343,-0.021037385,18.310404,5.0,1
0.055,0.7222106,0.0825,0.1,-0.01,0.59652746,0.023965556,-0.019817982,24.891033,5.0,1
0.055,0.7222106,0.0825,0.20000027,-0.3,0.5510079,0.0226348,-0.018552054,24.343397,5.0,1
0.055,0.7222106,0.0825,0.20000027,-0.2275,0.49347767,0.027073637,-0.01968214,18.22724,5.0,1
0.055,0.7222106,0.0825,0.20000027,-0.155,0.45262074,0.03241855,-0.017378096,13.961782,5.0,1
0.055,0.7222106,0.0825,0.20000027,-0.0825,0.4766956,0.030443996,-0.02080737,15.658115,5.0,1
0.055,0.7222106,0.0825,0.20000027,-0.01,0.5885007,0.02431805,-0.019824218,24.20016,5.0,1
0.055,0.7222106,0.0825,0.30000052,-0.3,0.6182302,-0.015618924,0.050414044,0.0,5.0,1
0.055,0.7222106,0.0825,0.30000052,-0.2275,0.7038092,-0.023498911,0.05703018,0.0,5.0,1
0.055,0.7222106,0.0825,0.30000052,-0.155,0.72547424,-0.011485886,0.017866915,0.0,5.0,1
0.055,0.7222106,0.0825,0.30000052,-0.0825,0.6475284,0.014611889,-0.01681364,44.315174,5.0,1
0.055,0.7222106,0.0825,0.30000052,-0.01,0.5729776,0.024734523,-0.01967065,23.165096,5.0,1
0.055,0.7222106,0.0825,0.4000008,-0.3,-2.8899772,-0.68627036,1.898858,0.0,5.0,1
0.055,0.7222106,0.0825,0.4000008,-0.2275,-2.685647,-0.5502128,1.6557393,0.0,5.0,1
0.055,0.7222106,0.0825,0.4000008,-0.155,-2.390888,-0.50228906,1.2359897,0.0,5.0,1
0.055,0.7222106,0.0825,0.4000008,-0.0825,-0.1845357,-0.2577477,0.48780304,0.0,5.0,1
0.055,0.7222106,0.0825,0.4000008,-0.01,0.7672604,0.00017390028,-0.007940888,4412.071,5.0,1
0.055,0.7222106,0.0825,0.5000011,-0.3,-19628294000000.0,-7112789000000.0,13715242000000.0,0.0,5.0,1
0.055,0.7222106,0.0825,0.5000011,-0.2275,-14884789000000.0,-5393866000000.0,10400725000000.0,0.0,5.0,1
0.055,0.7222106,0.0825,0.5000011,-0.155,-10141282000000.0,-3674941200000.0,7086207400000.0,0.0,5.0,1
0.055,0.7222106,0.0825,0.5000011,-0.0825,-5397780000000.0,-1956017100000.0,3771691000000.0,0.0,5.0,1
0.055,0.7222106,0.0825,0.5000011,-0.01,-654276170000.0,-237093000000.0,457174650000.0,0.0,5.0,1
0.055,0.7222106,0.155,0.1,-0.3,0.44115803,0.03516346,-0.016699575,12.545922,5.0,1
0.055,0.7222106,0.155,0.1,-0.2275,0.46548244,0.03195622,-0.020000033,14.566256,5.0,1
0.055,0.7222106,0.155,0.1,-0.155,0.49856484,0.0285201,-0.020988867,17.481174,5.0,1
0.055,0.7222106,0.155,0.1,-0.0825,0.54238695,0.025822256,-0.020301215,21.004631,5.0,1
0.055,0.7222106,0.155,0.1,-0.01,0.58607686,0.024300903,-0.01967194,24.117493,5.0,1
0.055,0.7222106,0.155,0.20000027,-0.3,0.4523796,0.03226098,-0.017256849,14.0225,5.0,1
0.055,0.7222106,0.155,0.20000027,-0.2275,0.46052107,0.03247793,-0.017542552,14.179508,5.0,1
0.055,0.7222106,0.155,0.20000027,-0.155,0.47607455,0.030817807,-0.020418178,15.448034,5.0,1
0.055,0.7222106,0.155,0.20000027,-0.0825,0.51581764,0.026454989,-0.020502407,19.497934,5.0,1
0.055,0.7222106,0.155,0.20000027,-0.01,0.5818502,0.024505638,-0.019654572,23.743523,5.0,1
0.055,0.7222106,0.155,0.30000052,-0.3,0.72811407,-0.011267051,0.01697634,0.0,5.0,1
0.055,0.7222106,0.155,0.30000052,-0.2275,0.73385066,0.0031312369,-0.0096655525,234.36447,5.0,1
0.055,0.7222106,0.155,0.30000052,-0.155,0.6413348,0.015034933,-0.017080069,42.65631,5.0,1
0.055,0.7222106,0.155,0.30000052,-0.0825,0.5383216,0.022143196,-0.021279737,24.310926,5.0,1
0.055,0.7222106,0.155,0.30000052,-0.01,0.5732604,0.024737544,-0.019669205,23.1737,5.0,1
0.055,0.7222106,0.155,0.4000008,-0.3,-2.3196661,-0.46638054,1.2086294,0.0,5.0,1
0.055,0.7222106,0.155,0.4000008,-0.2275,-0.7479207,-0.28371018,0.56539994,0.0,5.0,1
0.055,0.7222106,0.155,0.4000008,-0.155,-0.0005415771,-0.2563898,0.4483294,0.0,5.0,1
0.055,0.7222106,0.155,0.4000008,-0.0825,0.5773291,-0.11861172,0.19037803,0.0,5.0,1
0.055,0.7222106,0.155,0.4000008,-0.01,0.67876685,0.012216426,-0.016453058,55.561817,5.0,1
0.055,0.7222106,0.155,0.5000011,-0.3,-9816093000000.0,-3557101100000.0,6858981000000.0,0.0,5.0,1
0.055,0.7222106,0.155,0.5000011,-0.2275,-7443871400000.0,-2697468000000.0,5201394000000.0,0.0,5.0,1
0.055,0.7222106,0.155,0.5000011,-0.155,-5071648600000.0,-1837835400000.0,3543807800000.0,0.0,5.0,1
0.055,0.7222106,0.155,0.5000011,-0.0825,-2699425200000.0,-978202700000.0,1886219900000.0,0.0,5.0,1
0.055,0.7222106,0.155,0.5000011,-0.01,-327203060000.0,-118570000000.0,228632700000.0,0.0,5.0,1
0.055,0.7222106,0.2275,0.1,-0.3,0.47320032,0.03094396,-0.020719782,15.292171,5.0,1
0.055,0.7222106,0.2275,0.1,-0.2275,0.49552548,0.028749112,-0.021157615,17.2362,5.0,1
0.055,0.7222106,0.2275,0.1,-0.155,0.52092034,0.026472766,-0.02058658,19.677593,5.0,1
0.055,0.7222106,0.2275,0.1,-0.0825,0.5526292,0.025534216,-0.02041144,21.642693,5.0,1
0.055,0.7222106,0.2275,0.1,-0.01,0.58244544,0.024444867,-0.01960143,23.826902,5.0,1
0.055,0.7222106,0.2275,0.20000027,-0.3,0.4611081,0.032641992,-0.017245386,14.126224,5.0,1
0.055,0.7222106,0.2275,0.20000027,-0.2275,0.47555387,0.030944325,-0.0202124,15.368048,5.0,1
0.055,0.7222106,0.2275,0.20000027,-0.155,0.5007208,0.027806383,-0.021795817,18.007404,5.0,1
0.055,0.7222106,0.2275,0.20000027,-0.0825,0.5327992,0.025592774,-0.020454146,20.818344,5.0,1
